index, time in ns
1, 5310709
2, 650417
3, 228709
4, 219416
5, 218875
6, 220083
7, 232208
8, 221500
9, 218250
10, 217042
11, 219959
12, 218292
13, 1516916
14, 147209
15, 139500
16, 264000
17, 215792
18, 140334
19, 139166
20, 137208
21, 1210584
22, 2009083
23, 431292
24, 282542
25, 664208
26, 217958
27, 136375
28, 135209
29, 134458
30, 134875
31, 136125
32, 135125
33, 135250
34, 150125
35, 139917
36, 139125
37, 142959
38, 140458
39, 140250
40, 132917
41, 133625
42, 137792
43, 133875
44, 133375
45, 133250
46, 133792
47, 132083
48, 134209
49, 153875
50, 319750
51, 148834
52, 134292
53, 136209
54, 136625
55, 134042
56, 134375
57, 134125
58, 134917
59, 134375
60, 133584
61, 143834
62, 140541
63, 141208
64, 574750
65, 156583
66, 546625
67, 191250
68, 111625
69, 104916
70, 126917
71, 127167
72, 120500
73, 110208
74, 115875
75, 118916
76, 104125
77, 112916
78, 104875
79, 118333
80, 127583
81, 103625
82, 104083
83, 120958
84, 114375
85, 105083
86, 103041
87, 103916
88, 104291
89, 103875
90, 103917
91, 105666
92, 103750
93, 103541
94, 106209
95, 104667
96, 104042
97, 104458
98, 104041
99, 104500
100, 103416
101, 119291
102, 111000
103, 342500
104, 144667
105, 102708
106, 103458
107, 116792
108, 102958
109, 103208
110, 101416
111, 101625
112, 102458
113, 103750
114, 101291
115, 100375
116, 101417
117, 101791
118, 103583
119, 108709
120, 127167
121, 103292
122, 102167
123, 111708
124, 308375
125, 138083
126, 101250
127, 100042
128, 103750
129, 103000
130, 102042
131, 142917
132, 207125
133, 196958
134, 101875
135, 104125
136, 102583
137, 103167
138, 101000
139, 100625
140, 101625
141, 102375
142, 102334
143, 101834
144, 102250
145, 102084
146, 102125
147, 100916
148, 101541
149, 101542
150, 101625
151, 102375
152, 101500
153, 100583
154, 101541
155, 102459
156, 104042
157, 101250
158, 101459
159, 119166
160, 102292
161, 102959
162, 109875
163, 114542
164, 102625
165, 138250
166, 102417
167, 103583
168, 123291
169, 104917
170, 305916
171, 204584
172, 103417
173, 102334
174, 103167
175, 102333
176, 104084
177, 102958
178, 150542
179, 103917
180, 108250
181, 117083
182, 110667
183, 117292
184, 100958
185, 98958
186, 141667
187, 99375
188, 98833
189, 99291
190, 104875
191, 106000
192, 101750
193, 102208
194, 128583
195, 102542
196, 100041
197, 100250
198, 99625
199, 98834
200, 100084
201, 99833
202, 119958
203, 99375
204, 98792
205, 99250
206, 99292
207, 98708
208, 103333
209, 101375
210, 99250
211, 143792
212, 99584
213, 101833
214, 98417
215, 98167
216, 100208
217, 98417
218, 104833
219, 139959
220, 102042
221, 102167
222, 101250
223, 120875
224, 100375
225, 99583
226, 99416
227, 147792
228, 98708
229, 107000
230, 98500
231, 100959
232, 103916
233, 183792
234, 149583
235, 129042
236, 100458
237, 98750
238, 98833
239, 99125
240, 100416
241, 106625
242, 101125
243, 273000
244, 137125
245, 103083
246, 97458
247, 99000
248, 98334
249, 119834
250, 98834
251, 97875
252, 145709
253, 99708
254, 99250
255, 99959
256, 102875
257, 102333
258, 120625
259, 101583
260, 146584
261, 100042
262, 99209
263, 99833
264, 98958
265, 112167
266, 189042
267, 95459
268, 128916
269, 96625
270, 94375
271, 94667
272, 94583
273, 95708
274, 95500
275, 93709
276, 137292
277, 96875
278, 96250
279, 100042
280, 97125
281, 97459
282, 287208
283, 602708
284, 293250
285, 82792
286, 88792
287, 86208
288, 82584
289, 81750
290, 81792
291, 87625
292, 88667
293, 81458
294, 81750
295, 81875
296, 109666
297, 82875
298, 81833
299, 82125
300, 81750
301, 82333
302, 81625
303, 81291
304, 81875
305, 82166
306, 83708
307, 81333
308, 81375
309, 80875
310, 82167
311, 81750
312, 81500
313, 81750
314, 81542
315, 81500
316, 82125
317, 81375
318, 81709
319, 81375
320, 81458
321, 81291
322, 81375
323, 81875
324, 81417
325, 81875
326, 81584
327, 81292
328, 81958
329, 82125
330, 82417
331, 81333
332, 81417
333, 81458
334, 81084
335, 80959
336, 81792
337, 81708
338, 81709
339, 80792
340, 81666
341, 81208
342, 82042
343, 81875
344, 82500
345, 81959
346, 81625
347, 82500
348, 81167
349, 83250
350, 82791
351, 94458
352, 83250
353, 81416
354, 82791
355, 87458
356, 83916
357, 84042
358, 84875
359, 86125
360, 86541
361, 81333
362, 87625
363, 81333
364, 90334
365, 88625
366, 81625
367, 95084
368, 105584
369, 81084
370, 81584
371, 80792
372, 81667
373, 81750
374, 82250
375, 81208
376, 82125
377, 81417
378, 80542
379, 82916
380, 81667
381, 85334
382, 81750
383, 82291
384, 85708
385, 85125
386, 86042
387, 91500
388, 84250
389, 83959
390, 82958
391, 83334
392, 82583
393, 82000
394, 82375
395, 82000
396, 81042
397, 81500
398, 81500
399, 82584
400, 80958
401, 81417
402, 82459
403, 81500
404, 81333
405, 82084
406, 80500
407, 81333
408, 82000
409, 81375
410, 82875
411, 82083
412, 81791
413, 82125
414, 81125
415, 82250
416, 82167
417, 81916
418, 89041
419, 81167
420, 82000
421, 82416
422, 82792
423, 81500
424, 81125
425, 81666
426, 81583
427, 82541
428, 81958
429, 82333
430, 81584
431, 81416
432, 80917
433, 82000
434, 81459
435, 93375
436, 82000
437, 81625
438, 81875
439, 82000
440, 81875
441, 81500
442, 82333
443, 81750
444, 81709
445, 81042
446, 81125
447, 81209
448, 81750
449, 80917
450, 81458
451, 82292
452, 81875
453, 94209
454, 81000
455, 80958
456, 81000
457, 81959
458, 81959
459, 81250
460, 81959
461, 81375
462, 81125
463, 81625
464, 81542
465, 81250
466, 81083
467, 81500
468, 81708
469, 81292
470, 81417
471, 81583
472, 81292
473, 81709
474, 81708
475, 81500
476, 81667
477, 82083
478, 81417
479, 88958
480, 81708
481, 82333
482, 82125
483, 81167
484, 80833
485, 107917
486, 82292
487, 82000
488, 81459
489, 81709
490, 82000
491, 86750
492, 81625
493, 81417
494, 81458
495, 80750
496, 81125
497, 81084
498, 81583
499, 81417
500, 81834
501, 80916
502, 81042
503, 81000
504, 81583
505, 80834
506, 80750
507, 81792
508, 81417
509, 80667
510, 81333
